"Kingdom","Phylum","Class","Order","Family","Genus"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Acidaminobacter"
"Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella"
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Citreitalea"
"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA
"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA
"Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Tissierella"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae",NA
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Aliterella_CENA595"
"Bacteria","Cyanobacteria","Oxyphotobacteria","SepB-3",NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus"
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","endosymbionts8"
"Bacteria","Planctomycetes","Planctomycetacia",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasediminibacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XII","Exiguobacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_1"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Fretibacterium"
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales",NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","endosymbionts8"
"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Parapedobacter"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Savagea"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flaviaesturariibacter"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Bacteria","Actinobacteria",NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Lishizhenia"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Acetobacteroides"
"Bacteria","Firmicutes","Bacilli",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII",NA
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerosphaera"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","endosymbionts8"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera"
"Bacteria",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Fibrella"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Daeguia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Ezakiella"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales",NA,NA
"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Runella"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera"
"Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Calditerricola"
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
NA,NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Ureaplasma"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
